ZREP,ZFIN,Material,RI Description,Cell,CBU Brand,RI CBU,RI Brand,RI Occasion,Major Pack,Minor Pack,Flavor/Form,Supply Segment,Product Type,Consumption Type,CRI Number,CRI Fert,CRI Description,CRI CBU,CRI Brand,CI Child Ingredient,CRI Major Pack,CRI Minor Pack,CRI UDP3_Brand Flavor/Form,CRI Supply Segment,Core/Non_Core/Innov/Seasonal,RI UDP1_DMR Type,Display Type,GSV 2024,NSV 2024,MAC $ 2024,GSV 2025,NSV 2025,MAC$ 2025,MAC_perc,Prime margin,Growth,Price Increase,List Price,GSV per case,Trade rate,NSV per case,Raw Materials,Packaging,Raw Waste,Package Waste,Total Primes,Labor,EXP PROD,OH Labor,OH Expense,Coman/Copack,Depreciation,Total MCC,Total WTD ICE,Logistics,Logistics/NSV,Total COGS Per Case,COGS_perc GSV,MAC $ Per Case,Raw materials per tonne,Plant,Declared weight,Case Count,List price per tonne,GSV per tonne,NSV per tonne,Packaging Per Tonne,Total primes per tonne,Labor per tonne,EXP PROD per tonne,Raw waste per tonne,Package Waste Per Tonne,OH Labor per tonne,OH Expense per tonne,Coman/Copack Per Tonne,Depreciation per tonne,Total MCC per tonne,Total WTD ICE per tonne,Logistics per tonne,MAC $ Per Tonne
601309.00,,60001460,MXD CORE SNG HSP WAGS 132CT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,255386.0,0.0,MILKY WAY SINGLES 1.84OZ 36CT 10/CA,Chocolate,MILKY WAY US,Original,Single,Singles,MILKY WAY ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,,,,$79133.19,$64493.54985,$36947.7085360498,57.29%,76.87%,,Post - June 2024,145.2,142.7316,18.50%,116.326254,21.4587,3.70913,1.63632,0.09863,26.90278,4.08575,3.19193,0.373626,0.249084,6.41,1.32363,15.63402,42.5368,7.147308578,6.14%,49.68410858,35%,66.64214542,3077.839931,COP,6.972,132.0,20826.16179,20472.11704,16684.77539,532.0037292,3858.689042,586.0226621,457.8212851,234.6987952,14.14658635,53.58950086,35.72633391,919.3918531,189.8493976,2242.401033,6101.090075,1025.144661,9558.540651
601309.00,,60001460,MXD CORE SNG HSP WAGS 132CT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,255389.0,0.0,3 MUSKETEERS SINGLES 1.92OZ 36CT 10/CA,Chocolate,3 MUSKETEERS,Original,Single,Singles,3 MUSKETEERS ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,,,,$79133.19,$64493.54985,$36947.7085360498,57.29%,76.87%,,Post - June 2024,145.2,142.7316,18.50%,116.326254,21.4587,3.70913,1.63632,0.09863,26.90278,4.08575,3.19193,0.373626,0.249084,6.41,1.32363,15.63402,42.5368,7.147308578,6.14%,49.68410858,35%,66.64214542,3077.839931,COP,6.972,132.0,20826.16179,20472.11704,16684.77539,532.0037292,3858.689042,586.0226621,457.8212851,234.6987952,14.14658635,53.58950086,35.72633391,919.3918531,189.8493976,2242.401033,6101.090075,1025.144661,9558.540651
601309.00,,60001460,MXD CORE SNG HSP WAGS 132CT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,256479.0,0.0,SN SINGLES 1.86OZ 48CT 8CS,Chocolate,SNICKERS,Original,Single,Singles,SNICKERS ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,,,,$392249.98,$319683.7337,$183143.60806523,57.29%,76.87%,,Post - June 2024,145.2,142.7316,18.50%,116.326254,21.4587,3.70913,1.63632,0.09863,26.90278,4.08575,3.19193,0.373626,0.249084,6.41,1.32363,15.63402,42.5368,7.147308578,6.14%,49.68410858,35%,66.64214542,3077.839931,COP,6.972,132.0,20826.16179,20472.11704,16684.77539,532.0037292,3858.689042,586.0226621,457.8212851,234.6987952,14.14658635,53.58950086,35.72633391,919.3918531,189.8493976,2242.401033,6101.090075,1025.144661,9558.540651
601322.00,,60001453,M&M PBJ SINGLES FLOORSTAND 204CT KGR IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,256479.0,0.0,SN SINGLES 1.86OZ 48CT 8CS,Chocolate,SNICKERS,Original,Single,Singles,SNICKERS ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,,,,$160675.2,$130950.288,$65391.0558976653,49.94%,74.23%,,Post - June 2024,224.4,220.5852,18.50%,179.776938,36.56914,6.52654,2.95599,0.26933,46.321,6.98689,10.18765,0.566958,0.377972,11.22,3.2976,32.63707,78.95807,11.04584053,6.14%,90.00391053,41%,89.77302747,3614.980229,COP,10.116,1.0,22182.6809,21805.57533,17771.54389,645.1700277,4578.983788,690.6771451,1007.082839,292.2093713,26.62415975,56.04567023,37.36378015,1109.134045,325.9786477,3226.282127,7805.265915,1091.917806,8874.360169
601324.00,,60001455,MXD MM PBJ SNK TW SS FS WAGS 88CT IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,108293.0,0.0,M&MS MILK CHOC KINGSIZE 3.14OZ 24CT 6/CA,Chocolate,M&M'S,Milk Chocolate,Share Size,Share Size,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Core,DISP,NON-DISPLAY,,,,$99057.04,$87962.65152,$46452.0563364103,52.81%,76.84%,,Post - June 2024,154.88,152.24704,11.20%,135.1953715,25.79961,3.59406,1.80165,0.11694,31.31226,5.26174,7.56847,0.445722,0.297148,8.19,2.41826,24.18134,55.4936,8.306663417,6.14%,63.80026342,42%,71.3951081,3128.742421,COP,8.246,88.0,18782.43997,18463.13849,16395.26698,435.85496,3797.266553,638.0960466,917.8353141,218.4877516,14.1814213,54.05311666,36.03541111,993.2088285,293.2646131,2932.49333,6729.759884,1007.356708,8658.150388
601324.00,,60001455,MXD MM PBJ SNK TW SS FS WAGS 88CT IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,108294.0,0.0,M&MS PEANUT KING SIZE 3.27OZ 24CT 6/CA,Chocolate,M&M'S,Peanut,Share Size,Share Size,M&M'S PEANUT CHOCOLATE CANDIES,Panned Chocolate,Core,DISP,NON-DISPLAY,,,,$236320.8,$209852.8704,$110820.867603812,52.81%,76.84%,,Post - June 2024,154.88,152.24704,11.20%,135.1953715,25.79961,3.59406,1.80165,0.11694,31.31226,5.26174,7.56847,0.445722,0.297148,8.19,2.41826,24.18134,55.4936,8.306663417,6.14%,63.80026342,42%,71.3951081,3128.742421,COP,8.246,88.0,18782.43997,18463.13849,16395.26698,435.85496,3797.266553,638.0960466,917.8353141,218.4877516,14.1814213,54.05311666,36.03541111,993.2088285,293.2646131,2932.49333,6729.759884,1007.356708,8658.150388
601324.00,,60001455,MXD MM PBJ SNK TW SS FS WAGS 88CT IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,469065.0,0.0,M&MS PB&J SHRSZ 2.83OZ 24CT 6CS,Chocolate,M&M'S,Peanut Butter & Jelly,Share Size,Share Size,M&M'S PB&J,Panned Chocolate,,DISP,NON-DISPLAY,,,,$59434.05,$52777.4364,$27871.1522058506,52.81%,76.84%,,Post - June 2024,154.88,152.24704,11.20%,135.1953715,25.79961,3.59406,1.80165,0.11694,31.31226,5.26174,7.56847,0.445722,0.297148,8.19,2.41826,24.18134,55.4936,8.306663417,6.14%,63.80026342,42%,71.3951081,3128.742421,COP,8.246,88.0,18782.43997,18463.13849,16395.26698,435.85496,3797.266553,638.0960466,917.8353141,218.4877516,14.1814213,54.05311666,36.03541111,993.2088285,293.2646131,2932.49333,6729.759884,1007.356708,8658.150388
601335.00,,60001480,D82 MXD SMALL PEG GUMMI 72CT TRAY WM IDM,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Peg All Other,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Immediate Consumption,470951.0,0.0,SK GMS SR PGPK 4.2OZ 12CS,Fruity Confections,SKITTLES,Sour,Peg All Other,Peg Pack,SKITTLES GUMMIES SOUR,Starch Molded,Non-Core,DISP,NON-DISPLAY,,,,$236778.17,$218072.69457,$48952.9921991578,22.45%,64.36%,,Post - June 2024,105.84,104.04072,7.90%,95.82150312,14.34444,18.70746,1.07458,0.02271,34.14919,3.95311,4.38432,0.291324,0.194216,23.91695,1.53491,34.27483,68.42402,5.887457282,6.14%,74.31147728,71%,21.51002584,1547.070751,COP,9.272,72.0,11415.01294,11220.95772,10334.50206,2017.629422,3683.044651,426.3492235,472.8559103,115.8951682,2.44930975,31.41975841,20.94650561,2579.481234,165.5424935,3696.595125,7379.639776,634.9716655,2319.890621
601335.00,,60001480,D82 MXD SMALL PEG GUMMI 72CT TRAY WM IDM,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Peg All Other,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Immediate Consumption,470955.0,0.0,LFS GMS FV FLVR PGPK 4.6OZ 12CS,Fruity Confections,LIFE SAVERS,Five Flavor,Peg All Other,Peg Pack,LIFE SAVERS GUMMI FIVE FLAVOR,Starch Molded,Core,DISP,NON-DISPLAY,,,,$236778.17,$218072.69457,$48952.9921991578,22.45%,64.36%,,Post - June 2024,105.84,104.04072,7.90%,95.82150312,14.34444,18.70746,1.07458,0.02271,34.14919,3.95311,4.38432,0.291324,0.194216,23.91695,1.53491,34.27483,68.42402,5.887457282,6.14%,74.31147728,71%,21.51002584,1547.070751,COP,9.272,72.0,11415.01294,11220.95772,10334.50206,2017.629422,3683.044651,426.3492235,472.8559103,115.8951682,2.44930975,31.41975841,20.94650561,2579.481234,165.5424935,3696.595125,7379.639776,634.9716655,2319.890621
601335.00,,60001480,D82 MXD SMALL PEG GUMMI 72CT TRAY WM IDM,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Peg All Other,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Immediate Consumption,470957.0,0.0,LFS GMS CLSNS PGPK 4.6OZ 12CS,Fruity Confections,LIFE SAVERS,Collisions,Peg All Other,Peg Pack,LIFE SAVERS GUMMI COLLISIONS,Starch Molded,Core,DISP,NON-DISPLAY,,,,$236778.17,$218072.69457,$48952.9921991578,22.45%,64.36%,,Post - June 2024,105.84,104.04072,7.90%,95.82150312,14.34444,18.70746,1.07458,0.02271,34.14919,3.95311,4.38432,0.291324,0.194216,23.91695,1.53491,34.27483,68.42402,5.887457282,6.14%,74.31147728,71%,21.51002584,1547.070751,COP,9.272,72.0,11415.01294,11220.95772,10334.50206,2017.629422,3683.044651,426.3492235,472.8559103,115.8951682,2.44930975,31.41975841,20.94650561,2579.481234,165.5424935,3696.595125,7379.639776,634.9716655,2319.890621
601335.00,,60001480,D82 MXD SMALL PEG GUMMI 72CT TRAY WM IDM,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Peg All Other,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Immediate Consumption,470959.0,0.0,LFS GMS WLD BRY PGPK 4.6OZ 12CS,Fruity Confections,LIFE SAVERS,Wild Berry,Peg All Other,Peg Pack,LIFE SAVERS GUMMI WILD BERRY,Starch Molded,Core,DISP,NON-DISPLAY,,,,$236778.17,$218072.69457,$48952.9921991578,22.45%,64.36%,,Post - June 2024,105.84,104.04072,7.90%,95.82150312,14.34444,18.70746,1.07458,0.02271,34.14919,3.95311,4.38432,0.291324,0.194216,23.91695,1.53491,34.27483,68.42402,5.887457282,6.14%,74.31147728,71%,21.51002584,1547.070751,COP,9.272,72.0,11415.01294,11220.95772,10334.50206,2017.629422,3683.044651,426.3492235,472.8559103,115.8951682,2.44930975,31.41975841,20.94650561,2579.481234,165.5424935,3696.595125,7379.639776,634.9716655,2319.890621
601335.00,,60001480,D82 MXD SMALL PEG GUMMI 72CT TRAY WM IDM,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Peg All Other,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Immediate Consumption,470963.0,0.0,SK GMS WLD BRY PGPK 4.2OZ 12CS,Fruity Confections,SKITTLES,Wild Berry,Peg All Other,Peg Pack,SKITTLES GUMMIES WILD BERRY,Starch Molded,Non-Core,DISP,NON-DISPLAY,,,,$236778.17,$218072.69457,$48952.9921991578,22.45%,64.36%,,Post - June 2024,105.84,104.04072,7.90%,95.82150312,14.34444,18.70746,1.07458,0.02271,34.14919,3.95311,4.38432,0.291324,0.194216,23.91695,1.53491,34.27483,68.42402,5.887457282,6.14%,74.31147728,71%,21.51002584,1547.070751,COP,9.272,72.0,11415.01294,11220.95772,10334.50206,2017.629422,3683.044651,426.3492235,472.8559103,115.8951682,2.44930975,31.41975841,20.94650561,2579.481234,165.5424935,3696.595125,7379.639776,634.9716655,2319.890621
601335.00,,60001480,D82 MXD SMALL PEG GUMMI 72CT TRAY WM IDM,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Peg All Other,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Immediate Consumption,470965.0,0.0,SK GMS ORG PGPK 4.2OZ 12CS,Fruity Confections,SKITTLES,Original,Peg All Other,Peg Pack,SKITTLES GUMMIES ORIGINAL,Starch Molded,Non-Core,DISP,NON-DISPLAY,,,,$236778.17,$218072.69457,$48952.9921991578,22.45%,64.36%,,Post - June 2024,105.84,104.04072,7.90%,95.82150312,14.34444,18.70746,1.07458,0.02271,34.14919,3.95311,4.38432,0.291324,0.194216,23.91695,1.53491,34.27483,68.42402,5.887457282,6.14%,74.31147728,71%,21.51002584,1547.070751,COP,9.272,72.0,11415.01294,11220.95772,10334.50206,2017.629422,3683.044651,426.3492235,472.8559103,115.8951682,2.44930975,31.41975841,20.94650561,2579.481234,165.5424935,3696.595125,7379.639776,634.9716655,2319.890621
601365.00,,60001505,MXD MM PBJ SS SUP 396CT HPLT MJR IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Stand Up All Other,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,431109.0,0.0,M&MS PN SUP 10.05OZ 12CS,Chocolate,M&M'S,Peanut,Stand Up All Other,Medium,M&M'S PEANUT CHOCOLATE CANDIES,Panned Chocolate,Core,DISP,NON-DISPLAY,,,,$350311.05,$311076.2124,$102689.586485426,33.01%,63.85%,,Post - June 2024,1675.08,1646.60364,11.20%,1462.184032,423.33288,64.04044,38.82508,2.3485,528.5469,117.30841,82.03008,7.267158,4.844772,102.45,47.21472,361.11514,889.66204,89.83939668,6.14%,979.5014367,59%,482.6825956,3842.193502,COP,110.18,396.0,15203.12216,14944.66909,13270.86615,581.2347068,4797.121982,1064.697858,744.5097114,352.3786531,21.31512071,65.95714286,43.97142857,929.8420766,428.523507,3277.501724,8074.623707,815.3875175,4380.854925
601365.00,,60001505,MXD MM PBJ SS SUP 396CT HPLT MJR IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Stand Up All Other,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,431111.0,0.0,M&MS MC SUP 10OZ 12CS,Chocolate,M&M'S,Milk Chocolate,Stand Up All Other,Medium,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Core,DISP,NON-DISPLAY,,,,$311387.61,$276512.19768,$91279.6353628727,33.01%,63.85%,,Post - June 2024,1675.08,1646.60364,11.20%,1462.184032,423.33288,64.04044,38.82508,2.3485,528.5469,117.30841,82.03008,7.267158,4.844772,102.45,47.21472,361.11514,889.66204,89.83939668,6.14%,979.5014367,59%,482.6825956,3842.193502,COP,110.18,396.0,15203.12216,14944.66909,13270.86615,581.2347068,4797.121982,1064.697858,744.5097114,352.3786531,21.31512071,65.95714286,43.97142857,929.8420766,428.523507,3277.501724,8074.623707,815.3875175,4380.854925
601365.00,,60001505,MXD MM PBJ SS SUP 396CT HPLT MJR IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Stand Up All Other,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,431123.0,0.0,M&MS PB SUP 9OZ 8CS,Chocolate,M&M'S,Peanut Butter,Stand Up All Other,Medium,M&M'S PEANUT BUTTER,Panned Chocolate,Core,DISP,NON-DISPLAY,,,,$181606.8,$161266.8384,$53235.9090440951,33.01%,63.85%,,Post - June 2024,1675.08,1646.60364,11.20%,1462.184032,423.33288,64.04044,38.82508,2.3485,528.5469,117.30841,82.03008,7.267158,4.844772,102.45,47.21472,361.11514,889.66204,89.83939668,6.14%,979.5014367,59%,482.6825956,3842.193502,COP,110.18,396.0,15203.12216,14944.66909,13270.86615,581.2347068,4797.121982,1064.697858,744.5097114,352.3786531,21.31512071,65.95714286,43.97142857,929.8420766,428.523507,3277.501724,8074.623707,815.3875175,4380.854925
601365.00,,60001505,MXD MM PBJ SS SUP 396CT HPLT MJR IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Stand Up All Other,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,440366.0,0.0,M&MS MINIS PB SUP 9.4OZ 8CS,Chocolate,M&M'S,Peanut Butter,Stand Up All Other,Medium,M&M'S PEANUT BUTTER MINIS,Panned Chocolate,,DISP,NON-DISPLAY,,,,$103775.31,$92152.47528,$30420.5181974616,33.01%,63.85%,,Post - June 2024,1675.08,1646.60364,11.20%,1462.184032,423.33288,64.04044,38.82508,2.3485,528.5469,117.30841,82.03008,7.267158,4.844772,102.45,47.21472,361.11514,889.66204,89.83939668,6.14%,979.5014367,59%,482.6825956,3842.193502,COP,110.18,396.0,15203.12216,14944.66909,13270.86615,581.2347068,4797.121982,1064.697858,744.5097114,352.3786531,21.31512071,65.95714286,43.97142857,929.8420766,428.523507,3277.501724,8074.623707,815.3875175,4380.854925
601365.00,,60001505,MXD MM PBJ SS SUP 396CT HPLT MJR IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Stand Up All Other,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,455706.0,0.0,M&MS MEGA PB SHRSZ SUP 8.6OZ 8CS,Chocolate,M&M'S,Peanut Butter,Stand Up All Other,Medium,M&M'S MEGA PEANUT BUTTER,Panned Chocolate,,DISP,NON-DISPLAY,,,,$129719.16,$115190.61408,$38025.6543424388,33.01%,63.85%,,Post - June 2024,1675.08,1646.60364,11.20%,1462.184032,423.33288,64.04044,38.82508,2.3485,528.5469,117.30841,82.03008,7.267158,4.844772,102.45,47.21472,361.11514,889.66204,89.83939668,6.14%,979.5014367,59%,482.6825956,3842.193502,COP,110.18,396.0,15203.12216,14944.66909,13270.86615,581.2347068,4797.121982,1064.697858,744.5097114,352.3786531,21.31512071,65.95714286,43.97142857,929.8420766,428.523507,3277.501724,8074.623707,815.3875175,4380.854925
601365.00,,60001505,MXD MM PBJ SS SUP 396CT HPLT MJR IDM,Bitesize,ChocolateMixed,Chocolate,Mixed,Not Applicable,Stand Up All Other,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,469064.0,0.0,M&MS PB&J SUP 8.6OZ 8CS,Chocolate,M&M'S,Peanut Butter & Jelly,Stand Up All Other,Medium,M&M'S PB&J,Panned Chocolate,,DISP,NON-DISPLAY,,,,$207549.36,$184303.83168,$60840.6670406622,33.01%,63.85%,,Post - June 2024,1675.08,1646.60364,11.20%,1462.184032,423.33288,64.04044,38.82508,2.3485,528.5469,117.30841,82.03008,7.267158,4.844772,102.45,47.21472,361.11514,889.66204,89.83939668,6.14%,979.5014367,59%,482.6825956,3842.193502,COP,110.18,396.0,15203.12216,14944.66909,13270.86615,581.2347068,4797.121982,1064.697858,744.5097114,352.3786531,21.31512071,65.95714286,43.97142857,929.8420766,428.523507,3277.501724,8074.623707,815.3875175,4380.854925
601375.00,,60001532,MXD MMS PBJ TRAY WAGS 32CT IDM,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Packages SUP,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,413893.0,0.0,M&MS CLSC MIX SUP 8.3OZ 8CS,Chocolate,M&M'S,Milk Choc Peanut Butter&Peanut,Stand Up All Other,Medium,M&M'S CLASSIC MIX,Panned Chocolate,Non-Core,DISP,NON-DISPLAY,,,,$93549.31,$77271.73006,$23617.4272994497,30.56%,61.84%,,Post - June 2024,135.36,133.05888,17.40%,109.9066349,33.62714,5.39273,2.76999,0.15582,41.94568,7.55878,7.95826,0.551352,0.367568,7.83875,3.34137,27.61608,69.56176,6.752874843,6.14%,76.31463484,57%,33.59200004,3761.425056,COP,8.94,32.0,15140.9396,14883.54362,12293.80703,603.2136465,4691.910515,845.5011186,890.1856823,309.8422819,17.4295302,61.67248322,41.11498881,876.8176734,373.7550336,3089.04698,7780.957494,755.3551279,3757.494411
601375.00,,60001532,MXD MMS PBJ TRAY WAGS 32CT IDM,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Packages SUP,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,431109.0,0.0,M&MS PN SUP 10.05OZ 12CS,Chocolate,M&M'S,Peanut,Stand Up All Other,Medium,M&M'S PEANUT CHOCOLATE CANDIES,Panned Chocolate,Core,DISP,NON-DISPLAY,,,,$343208.48,$283490.20448,$86646.297283803,30.56%,61.84%,,Post - June 2024,135.36,133.05888,17.40%,109.9066349,33.62714,5.39273,2.76999,0.15582,41.94568,7.55878,7.95826,0.551352,0.367568,7.83875,3.34137,27.61608,69.56176,6.752874843,6.14%,76.31463484,57%,33.59200004,3761.425056,COP,8.94,32.0,15140.9396,14883.54362,12293.80703,603.2136465,4691.910515,845.5011186,890.1856823,309.8422819,17.4295302,61.67248322,41.11498881,876.8176734,373.7550336,3089.04698,7780.957494,755.3551279,3757.494411
601375.00,,60001532,MXD MMS PBJ TRAY WAGS 32CT IDM,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Packages SUP,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,431111.0,0.0,M&MS MC SUP 10OZ 12CS,Chocolate,M&M'S,Milk Chocolate,Stand Up All Other,Medium,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Core,DISP,NON-DISPLAY,,,,$218575.58,$180543.42908,$55181.5173204918,30.56%,61.84%,,Post - June 2024,135.36,133.05888,17.40%,109.9066349,33.62714,5.39273,2.76999,0.15582,41.94568,7.55878,7.95826,0.551352,0.367568,7.83875,3.34137,27.61608,69.56176,6.752874843,6.14%,76.31463484,57%,33.59200004,3761.425056,COP,8.94,32.0,15140.9396,14883.54362,12293.80703,603.2136465,4691.910515,845.5011186,890.1856823,309.8422819,17.4295302,61.67248322,41.11498881,876.8176734,373.7550336,3089.04698,7780.957494,755.3551279,3757.494411
601375.00,,60001532,MXD MMS PBJ TRAY WAGS 32CT IDM,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Packages SUP,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,431123.0,0.0,M&MS PB SUP 9OZ 8CS,Chocolate,M&M'S,Peanut Butter,Stand Up All Other,Medium,M&M'S PEANUT BUTTER,Panned Chocolate,Core,DISP,NON-DISPLAY,,,,$218282.06,$180300.98156,$55107.415360136,30.56%,61.84%,,Post - June 2024,135.36,133.05888,17.40%,109.9066349,33.62714,5.39273,2.76999,0.15582,41.94568,7.55878,7.95826,0.551352,0.367568,7.83875,3.34137,27.61608,69.56176,6.752874843,6.14%,76.31463484,57%,33.59200004,3761.425056,COP,8.94,32.0,15140.9396,14883.54362,12293.80703,603.2136465,4691.910515,845.5011186,890.1856823,309.8422819,17.4295302,61.67248322,41.11498881,876.8176734,373.7550336,3089.04698,7780.957494,755.3551279,3757.494411
601375.00,,60001532,MXD MMS PBJ TRAY WAGS 32CT IDM,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Packages SUP,Medium,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,469064.0,0.0,M&MS PB&J SUP 8.6OZ 8CS,Chocolate,M&M'S,Peanut Butter & Jelly,Stand Up All Other,Medium,M&M'S PB&J,Panned Chocolate,,DISP,NON-DISPLAY,,,,$124732.75,$103029.2515,$31489.9880606863,30.56%,61.84%,,Post - June 2024,135.36,133.05888,17.40%,109.9066349,33.62714,5.39273,2.76999,0.15582,41.94568,7.55878,7.95826,0.551352,0.367568,7.83875,3.34137,27.61608,69.56176,6.752874843,6.14%,76.31463484,57%,33.59200004,3761.425056,COP,8.94,32.0,15140.9396,14883.54362,12293.80703,603.2136465,4691.910515,845.5011186,890.1856823,309.8422819,17.4295302,61.67248322,41.11498881,876.8176734,373.7550336,3089.04698,7780.957494,755.3551279,3757.494411
601480.00,,60001585,MXD SN M&MS SHRSZ CIRK 360QPLT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,108290.0,0.0,MILKY WAY KING SIZE 3.63OZ 24CT 6/CA,Chocolate,MILKY WAY US,Original,Share Size,Share Size,MILKY WAY ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,,,,$288855.46,$235417.1999,$129691.566134609,55.09%,77.55%,,Post - June 2024,623.04,612.44832,18.50%,499.1453808,89.27371,15.92859,6.3791,0.48244,112.06384,23.70058,23.84587,1.989642,1.326428,21.65,8.92089,81.43341,193.49725,30.66845135,6.14%,224.1657014,37%,274.9796794,2654.427628,COP,33.632,360.0,18525.21408,18210.28544,14841.38264,473.6141175,3332.059943,704.7032588,709.0232517,189.6735252,14.34467174,59.15919363,39.43946242,643.7321598,265.2500595,2421.307386,5753.367329,911.8830683,8176.132239
601480.00,,60001585,MXD SN M&MS SHRSZ CIRK 360QPLT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,144732.0,0.0,3 MUSKETEERS MULTI-PIECE KINGSIZE 6/24CT,Chocolate,3 MUSKETEERS,Original,Share Size,Share Size,3 MUSKETEERS ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,,,,$288855.46,$235417.1999,$129691.566134609,55.09%,77.55%,,Post - June 2024,623.04,612.44832,18.50%,499.1453808,89.27371,15.92859,6.3791,0.48244,112.06384,23.70058,23.84587,1.989642,1.326428,21.65,8.92089,81.43341,193.49725,30.66845135,6.14%,224.1657014,37%,274.9796794,2654.427628,COP,33.632,360.0,18525.21408,18210.28544,14841.38264,473.6141175,3332.059943,704.7032588,709.0232517,189.6735252,14.34467174,59.15919363,39.43946242,643.7321598,265.2500595,2421.307386,5753.367329,911.8830683,8176.132239
