ZREP,ZFIN,Material,RI Description,Cell,CBU Brand,RI CBU,RI Brand,RI Occasion,Major Pack,Minor Pack,Flavor/Form,Supply Segment,Product Type,Consumption Type,CRI Number,CRI Fert,CRI Description,CRI CBU,CRI Brand,CI Child Ingredient,CRI Major Pack,CRI Minor Pack,CRI UDP3_Brand Flavor/Form,CRI Supply Segment,Core/Non_Core/Innov/Seasonal,RI UDP1_DMR Type,Display Type,GSV 2024,NSV 2024,MAC $ 2024,GSV 2025,NSV 2025,MAC$ 2025,MAC_perc,Prime margin,Growth,Price Increase,List Price,GSV per case,Trade rate,NSV per case,Raw Materials,Packaging,Raw Waste,Package Waste,Total Primes,Labor,EXP PROD,OH Labor,OH Expense,Coman/Copack,Depreciation,Total MCC,Total WTD ICE,Logistics,Logistics/NSV,Total COGS Per Case,COGS_perc GSV,MAC $ Per Case,Raw materials per tonne,Plant,Declared weight,Case Count,List price per tonne,GSV per tonne,NSV per tonne,Packaging Per Tonne,Total primes per tonne,Labor per tonne,EXP PROD per tonne,Raw waste per tonne,Package Waste Per Tonne,OH Labor per tonne,OH Expense per tonne,Coman/Copack Per Tonne,Depreciation per tonne,Total MCC per tonne,Total WTD ICE per tonne,Logistics per tonne,MAC $ Per Tonne
469065.00,,10289891,M&MS PB&J SHRSZ 2.83OZ 24CT 6CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,M&M'S PB&J,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,469065.0,0.0,M&MS PB&J SHRSZ 2.83OZ 24CT 6CS,Chocolate,M&M'S,Peanut Butter & Jelly,Share Size,Share Size,M&M'S PB&J,Panned Chocolate,,IN25,NON-DISPLAY,$2351229.12,$1991181.31371573,$1199623.06812675,,,,60.25%,71.15%,,Post - June 2024,253.44,249.13152,15.31%,210.9815769,48.76139,8.56655,3.02894,0.51399,60.87087,4.11242,2.37297,0.464886,0.309924,0,2.77774,10.03794,70.90881,12.9631135,6.14%,83.8719235,34%,127.1096533,4232.759549,CLV,11.52,144.0,22000,21626,18314.37299,743.6241319,5283.929688,356.9809028,205.9869792,262.9288194,44.6171875,40.3546875,26.903125,0,241.1232639,871.3489583,6155.278646,1125.270269,11033.82408
469065.00,,10289891,M&MS PB&J SHRSZ 2.83OZ 24CT 6CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,M&M'S PB&J,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,469065.0,0.0,M&MS PB&J SHRSZ 2.83OZ 24CT 6CS,Chocolate,M&M'S,Peanut Butter & Jelly,Share Size,Share Size,M&M'S PB&J,Panned Chocolate,,IN25,NON-DISPLAY,,,,$11062378.18,$9137524.37668,$5427478.98205725,59.40%,70.42%,,Post - June 2024,253.44,249.13152,17.40%,205.7826355,48.76139,8.56655,3.02894,0.51399,60.87087,4.11242,2.37297,0.464886,0.309924,0,2.77774,10.03794,70.90881,12.64368056,6.14%,83.55249056,34%,122.230145,4232.759549,CLV,11.52,144.0,22000,21626,17863.076,743.6241319,5283.929688,356.9809028,205.9869792,262.9288194,44.6171875,40.3546875,26.903125,0,241.1232639,871.3489583,6155.278646,1097.541715,10610.25564
469169.00,,10289988,MXD SHRSZ CU ESTR 48CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Easter,Multipack Share Size,Sample,MIXED SNACKFOOD,Mixed,Mixed,Future Consumption,284159.0,0.0,M&MS MC MINIS MGATB ESTR 1.77OZ 24CT 6CS,Chocolate,M&M'S,Milk Chocolate,Share Size,Tube,M&M'S MILK MINIS,Panned Chocolate,Seasonal,SEAS,NON-DISPLAY,$111872.37,$94051.0611849468,$32905.1637515501,,,,34.99%,66.59%,,Post - June 2023,77.76,76.43808,15.93%,64.26146634,11.09520754,8.775667689,1.380420788,0.220729566,21.47202558,1.668701041,2.026486528,0.152782833,0.101855222,11.49847035,0.909966235,16.35826221,37.83028779,3.948347977,6.14%,41.77863577,55%,22.48283057,4106.294426,COP,2.702,48.0,28778.68246,28289.44486,23782.92611,3247.841484,7946.715612,617.579956,749.9950141,510.8885226,81.69117913,56.54434974,37.69623316,4255.54047,336.7750685,6054.131091,14000.8467,1461.268681,8320.810722
469169.00,,10289988,MXD SHRSZ CU ESTR 48CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Easter,Multipack Share Size,Sample,MIXED SNACKFOOD,Mixed,Mixed,Future Consumption,467874.0,0.0,SN ORG SHRSZ EGG ESTR 2.2OZ 24CT 2CS,Chocolate,SNICKERS,Original,Novelty,Sample,SNICKERS BAR,Filled Bar,Seasonal,SEAS,NON-DISPLAY,$111644.43,$93859.4321090052,$32838.1194668395,,,,34.99%,66.59%,,Post - June 2023,77.76,76.43808,15.93%,64.26146634,11.09520754,8.775667689,1.380420788,0.220729566,21.47202558,1.668701041,2.026486528,0.152782833,0.101855222,11.49847035,0.909966235,16.35826221,37.83028779,3.948347977,6.14%,41.77863577,55%,22.48283057,4106.294426,COP,2.702,48.0,28778.68246,28289.44486,23782.92611,3247.841484,7946.715612,617.579956,749.9950141,510.8885226,81.69117913,56.54434974,37.69623316,4255.54047,336.7750685,6054.131091,14000.8467,1461.268681,8320.810722
469178.00,,10289998,ST ALLPK SHRSZ CU 39CS,Fruit Snacks,Fruity ConfectionsSTARBURST,Fruity Confections,STARBURST,Not Applicable,Share Size,Counter Display,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,398852.0,0.0,ST ALL PINK SHRSZ 3.45OZ 24CT 6CS,Fruity Confections,STARBURST,Strawberry,Share Size,Share Size,STARBURST CHEWS ALL PINK,Chewy/Toffee,Core,DISP,NON-DISPLAY,$61523.17,$52432.777102748,$16724.9510537827,,,,31.90%,70.83%,,Post - June 2024,68.64,67.47312,14.78%,57.50358867,4.83076,11.16292,0.515984544,0.264041648,16.77370619,4.213923661,4.781431174,0.242207336,0.161471558,8.372034164,1.083250505,18.8543184,35.62802459,3.533130987,6.14%,39.16115558,58%,18.34243309,1333.727223,COP,3.622,39.0,18950.85588,18628.69133,15876.19787,3081.976808,4631.061897,1163.424534,1320.107999,142.4584605,72.89940585,66.87115848,44.5807725,2311.439581,299.0752361,5205.499282,9836.561179,975.4641046,5064.172583
469178.00,,10289998,ST ALLPK SHRSZ CU 39CS,Fruit Snacks,Fruity ConfectionsSTARBURST,Fruity Confections,STARBURST,Not Applicable,Share Size,Counter Display,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,464701.0,0.0,ST GMS ALLPK SHRSZ 3OZ 15CT 6CS,Fruity Confections,STARBURST,All Pink,Share Size,Sample,STARBURST GUMMIES ALL PINK,Starch Molded,,DISP,NON-DISPLAY,$38452.16,$32770.638027904,$10453.1430014452,,,,31.90%,70.83%,,Post - June 2024,68.64,67.47312,14.78%,57.50358867,4.83076,11.16292,0.515984544,0.264041648,16.77370619,4.213923661,4.781431174,0.242207336,0.161471558,8.372034164,1.083250505,18.8543184,35.62802459,3.533130987,6.14%,39.16115558,58%,18.34243309,1333.727223,COP,3.622,39.0,18950.85588,18628.69133,15876.19787,3081.976808,4631.061897,1163.424534,1320.107999,142.4584605,72.89940585,66.87115848,44.5807725,2311.439581,299.0752361,5205.499282,9836.561179,975.4641046,5064.172583
469199.00,,10290014,M&MS SBER CRME LD VLNT WM 7.44OZ 42CS,Seasonal,ChocolateM&M'S,Chocolate,M&M'S,Valentines,Laydown All Other,Small,SEASONAL FLAVORS,Panned Chocolate,Bite Size Chocolate,Future Consumption,469199.0,0.0,M&MS SBER CRME LD VLNT WM 7.44OZ 42CS,Chocolate,M&M'S,Strawberry & Cream,Laydown All Other,Small,SEASONAL FLAVORS,Panned Chocolate,Seasonal,SEAS,NON-DISPLAY,$158037.6,$129980.737625592,$24789.4151088241,,,,19.07%,40.76%,,Post - June 2023,175.14,172.16262,17.75%,141.5981029,70.35216,5.89986,7.03522,0.58999,83.87723,13.67462,4.64611,0.512052,0.341368,0,2.84163,22.01578,105.89301,8.700059534,6.14%,114.5930695,67%,27.00503332,7976.435374,CLV,8.82,42.0,19857.14286,19519.57143,16054.20667,668.9183673,9509.890023,1550.410431,526.7698413,797.6439909,66.89229025,58.05578231,38.70385488,0,322.1802721,2496.120181,12006.0102,986.4013077,3061.795161
469202.00,,10290002,MXD GMS PGPK PWFS 96CS,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Mixed,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Future Consumption,314122.0,0.0,LFS FFA SUG 198G / / 12P S INT,Fruity Confections,LIFE SAVERS,Five Flavor,Peg All Other,Medium,LIFE SAVERS GUMMI FIVE FLAVOR,Starch Molded,Core,DISP,NON-DISPLAY,$52677,$44421.43580181,$4232.51748506897,,,,9.53%,55.42%,,Post - June 2023,167.04,164.20032,15.67%,138.4667687,24.38902,35.42967,1.346689821,0.568149191,61.73352901,6.661898706,10.35899555,0.59573781,0.39715854,34.44309786,2.57543884,55.03232731,116.7658563,8.507664345,6.14%,125.2735207,76%,13.19324801,1601.695672,COP,15.227,96.0,10969.98752,10783.49773,9093.502901,2326.76627,4054.214817,437.5056614,680.3044296,88.44091554,37.31195843,39.12378078,26.08252052,2261.975298,169.1363263,3614.128016,7668.342833,558.7222923,866.4377758
469202.00,,10290002,MXD GMS PGPK PWFS 96CS,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Mixed,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Future Consumption,355663.0,0.0,LFS COI SUG 198G / / 12P S US,Fruity Confections,LIFE SAVERS,Collisions,Peg All Other,Medium,LIFE SAVERS GUMMI COLLISIONS,Starch Molded,Core,DISP,NON-DISPLAY,$52677,$44421.43580181,$4232.51748506897,,,,9.53%,55.42%,,Post - June 2023,167.04,164.20032,15.67%,138.4667687,24.38902,35.42967,1.346689821,0.568149191,61.73352901,6.661898706,10.35899555,0.59573781,0.39715854,34.44309786,2.57543884,55.03232731,116.7658563,8.507664345,6.14%,125.2735207,76%,13.19324801,1601.695672,COP,15.227,96.0,10969.98752,10783.49773,9093.502901,2326.76627,4054.214817,437.5056614,680.3044296,88.44091554,37.31195843,39.12378078,26.08252052,2261.975298,169.1363263,3614.128016,7668.342833,558.7222923,866.4377758
469202.00,,10290002,MXD GMS PGPK PWFS 96CS,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Mixed,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Future Consumption,417960.0,0.0,SK GMS ORG PGPK 5.8OZ 12CS,Fruity Confections,SKITTLES,Original,Peg All Other,Medium,SKITTLES GUMMIES ORIGINAL,Starch Molded,Non-Core,DISP,NON-DISPLAY,$52677,$44421.43580181,$4232.51748506897,,,,9.53%,55.42%,,Post - June 2023,167.04,164.20032,15.67%,138.4667687,24.38902,35.42967,1.346689821,0.568149191,61.73352901,6.661898706,10.35899555,0.59573781,0.39715854,34.44309786,2.57543884,55.03232731,116.7658563,8.507664345,6.14%,125.2735207,76%,13.19324801,1601.695672,COP,15.227,96.0,10969.98752,10783.49773,9093.502901,2326.76627,4054.214817,437.5056614,680.3044296,88.44091554,37.31195843,39.12378078,26.08252052,2261.975298,169.1363263,3614.128016,7668.342833,558.7222923,866.4377758
469202.00,,10290002,MXD GMS PGPK PWFS 96CS,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Mixed,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Future Consumption,464625.0,0.0,ST GMS ALLPK PGPK 5OZ 12CS,Fruity Confections,STARBURST,All Pink,Peg All Other,Small,STARBURST GUMMIES ALL PINK,Starch Molded,,DISP,NON-DISPLAY,$52677,$44421.43580181,$4232.51748506897,,,,9.53%,55.42%,,Post - June 2023,167.04,164.20032,15.67%,138.4667687,24.38902,35.42967,1.346689821,0.568149191,61.73352901,6.661898706,10.35899555,0.59573781,0.39715854,34.44309786,2.57543884,55.03232731,116.7658563,8.507664345,6.14%,125.2735207,76%,13.19324801,1601.695672,COP,15.227,96.0,10969.98752,10783.49773,9093.502901,2326.76627,4054.214817,437.5056614,680.3044296,88.44091554,37.31195843,39.12378078,26.08252052,2261.975298,169.1363263,3614.128016,7668.342833,558.7222923,866.4377758
469202.00,,10290002,MXD GMS PGPK PWFS 96CS,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Mixed,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Future Consumption,464628.0,0.0,ST GMS ORG PGPK 5OZ 12CS,Fruity Confections,STARBURST,Original,Peg All Other,Peg Pack,STARBURST GUMMIES ORIGINAL,Starch Molded,Non-Core,DISP,NON-DISPLAY,$105354,$88842.87160362,$8465.03497013794,,,,9.53%,55.42%,,Post - June 2023,167.04,164.20032,15.67%,138.4667687,24.38902,35.42967,1.346689821,0.568149191,61.73352901,6.661898706,10.35899555,0.59573781,0.39715854,34.44309786,2.57543884,55.03232731,116.7658563,8.507664345,6.14%,125.2735207,76%,13.19324801,1601.695672,COP,15.227,96.0,10969.98752,10783.49773,9093.502901,2326.76627,4054.214817,437.5056614,680.3044296,88.44091554,37.31195843,39.12378078,26.08252052,2261.975298,169.1363263,3614.128016,7668.342833,558.7222923,866.4377758
469202.00,,10290002,MXD GMS PGPK PWFS 96CS,Fruit Snacks,Fruity ConfectionsMixed,Fruity Confections,Mixed,Not Applicable,Mixed,Peg Pack,MIXED SNACKFOOD,Starch Molded,Jellies & Gums,Future Consumption,464684.0,0.0,ST GMS SR PGPK 5OZ 12CS,Fruity Confections,STARBURST,Sour,Peg All Other,Peg Pack,STARBURST GUMMIES SOUR,Starch Molded,Non-Core,DISP,NON-DISPLAY,$105354,$88842.87160362,$8465.03497013794,,,,9.53%,55.42%,,Post - June 2023,167.04,164.20032,15.67%,138.4667687,24.38902,35.42967,1.346689821,0.568149191,61.73352901,6.661898706,10.35899555,0.59573781,0.39715854,34.44309786,2.57543884,55.03232731,116.7658563,8.507664345,6.14%,125.2735207,76%,13.19324801,1601.695672,COP,15.227,96.0,10969.98752,10783.49773,9093.502901,2326.76627,4054.214817,437.5056614,680.3044296,88.44091554,37.31195843,39.12378078,26.08252052,2261.975298,169.1363263,3614.128016,7668.342833,558.7222923,866.4377758
469205.00,,10290005,ST GDES GMS FVRD PGPK 1.8OZ 12CS,Fruit Snacks,Fruity ConfectionsSTARBURST,Fruity Confections,STARBURST,Not Applicable,Peg All Other,Peg Pack,STARBURST GOODIES,Starch Molded,Jellies & Gums,Future Consumption,469205.0,0.0,ST GDES GMS FVRD PGPK 1.8OZ 12CS,Fruity Confections,STARBURST,FaveReds,Peg All Other,Peg Pack,STARBURST GOODIES,Starch Molded,,IN25,NON-DISPLAY,,,,$2257153.58,$1907294.7751,$929521.093939961,48.74%,72.25%,,Post - June 2023,20.88,20.52504,15.50%,17.3436588,3.52407,1.2896,0,0,4.81367,0,0,0,0,2.99455,0.01737,3.01192,7.82559,1.065627724,6.14%,8.891217724,43%,8.452441076,5758.284314,COM,0.612,12.0,34117.64706,33537.64706,28339.31176,2107.189542,7865.473856,0,0,0,0,0,0,4893.055556,28.38235294,4921.437908,12786.91176,1741.221772,13811.17823
469206.00,,10290006,ST GDES GMS ORG PGPK 1.8OZ 12CS,Fruit Snacks,Fruity ConfectionsSTARBURST,Fruity Confections,STARBURST,Not Applicable,Peg All Other,Peg Pack,STARBURST GOODIES,Starch Molded,Jellies & Gums,Future Consumption,469206.0,0.0,ST GDES GMS ORG PGPK 1.8OZ 12CS,Fruity Confections,STARBURST,Original,Peg All Other,Peg Pack,STARBURST GOODIES,Starch Molded,,IN25,NON-DISPLAY,,,,$2102985.27,$1777022.55315,$864925.272114618,48.67%,72.18%,,Post - June 2023,20.88,20.52504,15.50%,17.3436588,3.53488,1.2896,0,0,4.82448,0,0,0,0,2.99455,0.01737,3.01192,7.8364,1.065627724,6.14%,8.902027724,43%,8.441631076,5775.947712,COM,0.612,12.0,34117.64706,33537.64706,28339.31176,2107.189542,7883.137255,0,0,0,0,0,0,4893.055556,28.38235294,4921.437908,12804.57516,1741.221772,13793.51483
469234.00,,10290034,M&MS VRTY VLNT WM 672HPLT,Seasonal,ChocolateM&M'S,Chocolate,M&M'S,Valentines,Packages Laydown,Variety Bag,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,459919.0,0.0,M&MS PN LD VLNT WM 10OZ 42CS,Chocolate,M&M'S,Peanut,Laydown All Other,Medium,M&M'S PEANUT CHOCOLATE CANDIES,Panned Chocolate,Seasonal,SEAS,NON-DISPLAY,$256639.32,$211077.415231124,$73387.6206515266,,,,34.77%,54.55%,,Post - June 2023,2802.24,2754.60192,17.75%,2265.569646,823.36648,131.6834298,69.64576415,4.919328697,1029.615003,147.6302444,76.19636575,9.949544056,6.633029371,29.83436874,38.81446958,309.0580219,1338.673025,139.2009525,6.14%,1477.873977,54%,787.6956685,4621.500225,COP,178.16,672.0,15728.78312,15461.3938,12716.48881,739.1301628,5779.159198,828.6385519,427.6850345,390.9169519,27.61185843,55.84611617,37.23074411,167.4582888,217.862986,1734.721721,7513.880919,781.3255082,4421.282378
469234.00,,10290034,M&MS VRTY VLNT WM 672HPLT,Seasonal,ChocolateM&M'S,Chocolate,M&M'S,Valentines,Packages Laydown,Variety Bag,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,459943.0,0.0,M&MS MC LD VLNT WM 10OZ 42CS,Chocolate,M&M'S,Milk Chocolate,Laydown All Other,Laydown,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Seasonal,SEAS,NON-DISPLAY,$256639.32,$211077.415231124,$73387.6206515266,,,,34.77%,54.55%,,Post - June 2023,2802.24,2754.60192,17.75%,2265.569646,823.36648,131.6834298,69.64576415,4.919328697,1029.615003,147.6302444,76.19636575,9.949544056,6.633029371,29.83436874,38.81446958,309.0580219,1338.673025,139.2009525,6.14%,1477.873977,54%,787.6956685,4621.500225,COP,178.16,672.0,15728.78312,15461.3938,12716.48881,739.1301628,5779.159198,828.6385519,427.6850345,390.9169519,27.61185843,55.84611617,37.23074411,167.4582888,217.862986,1734.721721,7513.880919,781.3255082,4421.282378
469234.00,,10290034,M&MS VRTY VLNT WM 672HPLT,Seasonal,ChocolateM&M'S,Chocolate,M&M'S,Valentines,Packages Laydown,Variety Bag,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Future Consumption,469199.0,0.0,M&MS SBER CRME LD VLNT WM 7.44OZ 42CS,Chocolate,M&M'S,Strawberry & Cream,Laydown All Other,Small,SEASONAL FLAVORS,Panned Chocolate,Seasonal,SEAS,NON-DISPLAY,$171092.88,$140718.27682075,$48925.080434351,,,,34.77%,54.55%,,Post - June 2023,2802.24,2754.60192,17.75%,2265.569646,823.36648,131.6834298,69.64576415,4.919328697,1029.615003,147.6302444,76.19636575,9.949544056,6.633029371,29.83436874,38.81446958,309.0580219,1338.673025,139.2009525,6.14%,1477.873977,54%,787.6956685,4621.500225,COP,178.16,672.0,15728.78312,15461.3938,12716.48881,739.1301628,5779.159198,828.6385519,427.6850345,390.9169519,27.61185843,55.84611617,37.23074411,167.4582888,217.862986,1734.721721,7513.880919,781.3255082,4421.282378
469245.00,,10290054,M&MS PB&J SHRSZ CU 48CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,108294.0,0.0,M&MS PEANUT KING SIZE 3.27OZ 24CT 6/CA,Chocolate,M&M'S,Peanut,Share Size,Share Size,M&M'S PEANUT CHOCOLATE CANDIES,Panned Chocolate,Core,IN25,NON-DISPLAY,$157614.48,$133478.700428405,$64019.2902651453,,,,47.96%,65.44%,,Post - June 2024,84.48,83.04384,15.31%,70.32719228,15.77561,6.85812,1.425325721,0.245759235,24.30481496,2.336963698,1.628152478,0.20758433,0.138389553,2.650231167,1.009565978,7.970887204,32.27570216,4.321037835,6.14%,36.59673999,44%,33.73045229,3805.937274,COP,4.145,48.0,20381.18215,20034.70205,16966.75327,1654.552473,5863.646552,563.8030634,392.7991503,343.8662777,59.29052714,50.08065862,33.38710567,639.3802574,243.562359,1923.012594,7786.659146,1042.469924,8137.624195
469245.00,,10290054,M&MS PB&J SHRSZ CU 48CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,469065.0,0.0,M&MS PB&J SHRSZ 2.83OZ 24CT 6CS,Chocolate,M&M'S,Peanut Butter & Jelly,Share Size,Share Size,M&M'S PB&J,Panned Chocolate,,IN25,NON-DISPLAY,$157614.48,$133478.700428405,$64019.2902651453,,,,47.96%,65.44%,,Post - June 2024,84.48,83.04384,15.31%,70.32719228,15.77561,6.85812,1.425325721,0.245759235,24.30481496,2.336963698,1.628152478,0.20758433,0.138389553,2.650231167,1.009565978,7.970887204,32.27570216,4.321037835,6.14%,36.59673999,44%,33.73045229,3805.937274,COP,4.145,48.0,20381.18215,20034.70205,16966.75327,1654.552473,5863.646552,563.8030634,392.7991503,343.8662777,59.29052714,50.08065862,33.38710567,639.3802574,243.562359,1923.012594,7786.659146,1042.469924,8137.624195
469253.00,,10290055,M&MS VRTY SHRSZ PWFS 192CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,108293.0,0.0,M&MS MILK CHOC KINGSIZE 3.14OZ 24CT 6/CA,Chocolate,M&M'S,Milk Chocolate,Share Size,Share Size,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Core,IN25,NON-DISPLAY,$197202.72,$167004.724353667,$71852.6350870103,,,,43.02%,63.65%,,Post - June 2024,337.92,332.17536,15.31%,281.3087691,62.64288,32.65766,5.849846627,1.09742284,102.2478095,10.11069123,8.95815094,0.833074273,0.555382849,15.39982874,4.888515374,40.74564341,142.9934529,17.28415134,6.14%,160.2776042,48%,121.0311649,4051.670655,COP,15.461,192.0,21856.28355,21484.72673,18194.73314,2112.260526,6613.272716,653.9480777,579.4030748,378.3614661,70.98006856,53.88230211,35.92153476,996.0435121,316.1836475,2635.382149,9248.654865,1117.919367,7828.158911
469253.00,,10290055,M&MS VRTY SHRSZ PWFS 192CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,108294.0,0.0,M&MS PEANUT KING SIZE 3.27OZ 24CT 6/CA,Chocolate,M&M'S,Peanut,Share Size,Share Size,M&M'S PEANUT CHOCOLATE CANDIES,Panned Chocolate,Core,IN25,NON-DISPLAY,$394405.44,$334009.448707334,$143705.270174021,,,,43.02%,63.65%,,Post - June 2024,337.92,332.17536,15.31%,281.3087691,62.64288,32.65766,5.849846627,1.09742284,102.2478095,10.11069123,8.95815094,0.833074273,0.555382849,15.39982874,4.888515374,40.74564341,142.9934529,17.28415134,6.14%,160.2776042,48%,121.0311649,4051.670655,COP,15.461,192.0,21856.28355,21484.72673,18194.73314,2112.260526,6613.272716,653.9480777,579.4030748,378.3614661,70.98006856,53.88230211,35.92153476,996.0435121,316.1836475,2635.382149,9248.654865,1117.919367,7828.158911
469253.00,,10290055,M&MS VRTY SHRSZ PWFS 192CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,239479.0,0.0,M&MS PEANUT BUTTER KS 2.83OZ 24CT 6/CA,Chocolate,M&M'S,Peanut Butter,Share Size,Share Size,M&M'S PEANUT BUTTER,Panned Chocolate,Core,IN25,NON-DISPLAY,$197202.72,$167004.724353667,$71852.6350870103,,,,43.02%,63.65%,,Post - June 2024,337.92,332.17536,15.31%,281.3087691,62.64288,32.65766,5.849846627,1.09742284,102.2478095,10.11069123,8.95815094,0.833074273,0.555382849,15.39982874,4.888515374,40.74564341,142.9934529,17.28415134,6.14%,160.2776042,48%,121.0311649,4051.670655,COP,15.461,192.0,21856.28355,21484.72673,18194.73314,2112.260526,6613.272716,653.9480777,579.4030748,378.3614661,70.98006856,53.88230211,35.92153476,996.0435121,316.1836475,2635.382149,9248.654865,1117.919367,7828.158911
469253.00,,10290055,M&MS VRTY SHRSZ PWFS 192CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,439724.0,0.0,M&MS MINIS PB SHRSZ 1.74OZ 24CT 6CS,Chocolate,M&M'S,Peanut Butter,Share Size,Tube,M&M'S PEANUT BUTTER MINIS,Panned Chocolate,,IN25,NON-DISPLAY,$197202.72,$167004.724353667,$71852.6350870103,,,,43.02%,63.65%,,Post - June 2024,337.92,332.17536,15.31%,281.3087691,62.64288,32.65766,5.849846627,1.09742284,102.2478095,10.11069123,8.95815094,0.833074273,0.555382849,15.39982874,4.888515374,40.74564341,142.9934529,17.28415134,6.14%,160.2776042,48%,121.0311649,4051.670655,COP,15.461,192.0,21856.28355,21484.72673,18194.73314,2112.260526,6613.272716,653.9480777,579.4030748,378.3614661,70.98006856,53.88230211,35.92153476,996.0435121,316.1836475,2635.382149,9248.654865,1117.919367,7828.158911
469253.00,,10290055,M&MS VRTY SHRSZ PWFS 192CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,455681.0,0.0,M&MS MEGA PB SHRSZ 2.83OZ 24CT 6CS,Chocolate,M&M'S,Peanut Butter,Share Size,Share Size,M&M'S MEGA PEANUT BUTTER,Panned Chocolate,,IN25,NON-DISPLAY,$197202.72,$167004.724353667,$71852.6350870103,,,,43.02%,63.65%,,Post - June 2024,337.92,332.17536,15.31%,281.3087691,62.64288,32.65766,5.849846627,1.09742284,102.2478095,10.11069123,8.95815094,0.833074273,0.555382849,15.39982874,4.888515374,40.74564341,142.9934529,17.28415134,6.14%,160.2776042,48%,121.0311649,4051.670655,COP,15.461,192.0,21856.28355,21484.72673,18194.73314,2112.260526,6613.272716,653.9480777,579.4030748,378.3614661,70.98006856,53.88230211,35.92153476,996.0435121,316.1836475,2635.382149,9248.654865,1117.919367,7828.158911
469253.00,,10290055,M&MS VRTY SHRSZ PWFS 192CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Share Size,Share Size,MIXED SNACKFOOD,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,469065.0,0.0,M&MS PB&J SHRSZ 2.83OZ 24CT 6CS,Chocolate,M&M'S,Peanut Butter & Jelly,Share Size,Share Size,M&M'S PB&J,Panned Chocolate,,IN25,NON-DISPLAY,$394405.44,$334009.448707334,$143705.270174021,,,,43.02%,63.65%,,Post - June 2024,337.92,332.17536,15.31%,281.3087691,62.64288,32.65766,5.849846627,1.09742284,102.2478095,10.11069123,8.95815094,0.833074273,0.555382849,15.39982874,4.888515374,40.74564341,142.9934529,17.28415134,6.14%,160.2776042,48%,121.0311649,4051.670655,COP,15.461,192.0,21856.28355,21484.72673,18194.73314,2112.260526,6613.272716,653.9480777,579.4030748,378.3614661,70.98006856,53.88230211,35.92153476,996.0435121,316.1836475,2635.382149,9248.654865,1117.919367,7828.158911
